Year,Month,County_City,Sale_Count
2017 , May,Fairfax City,44
2017 , May,Fairfax County,1864
2017 , May,Falls Church City,30
2017 , May,Fauquier County,120
2017 , May,Floyd County,25
2017 , May,Fluvanna County,55
2017 , May,Franklin City,6
2017 , May,Franklin County,76
2017 , May,Frederick County,145
2017 , May,Fredericksburg City,33
2017 , May,Galax City,8
2017 , May,Giles County,14
2017 , May,Gloucester County,61
2017 , May,Goochland County,38
2017 , May,Grayson County,6
2017 , May,Greene County,29
2017 , May,Greensville County,1
2017 , May,Halifax County,16
2017 , May,Hampton City,177
2017 , May,Hanover County,170
2017 , May,Harrisonburg City,53
2017 , May,Henrico County,492
2017 , May,Henry County,35
2017 , May,Highland County,1
2017 , May,Hopewell City,29
2017 , May,Isle of Wight County,60
2017 , May,James City County,211
2017 , May,King and Queen County,4
2017 , May,King George County,29
2017 , May,King William County,21
2017 , May,Lancaster County,15
2017 , May,Lee County,0
2017 , May,Lexington City,9
2017 , May,Loudoun County,744
2017 , May,Louisa County,67
2017 , May,Lunenburg County,11
2017 , May,Lynchburg City,123
2017 , May,Madison County,15
2017 , May,Manassas City,88
2017 , May,Manassas Park City,24
2017 , May,Martinsville City,17
2017 , May,Mathews County,25
2017 , May,Mecklenburg County,19
2017 , May,Middlesex County,22
2017 , May,Montgomery County,127
2017 , May,Nelson County,18
2017 , May,New Kent County,43
2017 , May,Newport News City,196
2017 , May,Norfolk City,284
2017 , May,Northampton County,19
2017 , May,Northumberland County,22
2017 , May,Norton City,0
2017 , May,Nottoway County,8
2017 , May,Orange County,77
2017 , May,Page County,18
2017 , May,Patrick County,9
2017 , May,Petersburg City,32
2017 , May,Pittsylvania County,30
2017 , May,Poquoson City,23
2017 , May,Portsmouth City,160
2017 , May,Powhatan County,53
2017 , May,Prince Edward County,26
2017 , May,Prince George County,38
2017 , May,Prince William County,812
2017 , May,Pulaski County,25
2017 , May,Radford City,16
2017 , May,Rappahannock County,7
2017 , May,Richmond City,327
2017 , May,Richmond County,5
2017 , May,Roanoke City,146
2017 , May,Roanoke County,130
2017 , May,Rockbridge County,22
2017 , May,Rockingham County,97
2017 , May,Russell County,6
2017 , May,Salem City,22
2017 , May,Scott County,1
2017 , May,Shenandoah County,64
2017 , May,Smyth County,23
2017 , May,Southampton County,11
2017 , May,Spotsylvania County,258
2017 , May,Stafford County,266
2017 , May,Staunton City,51
2017 , May,Suffolk City,171
2017 , May,Surry County,6
2017 , May,Sussex County,7
2017 , May,Tazewell County,17
2017 , May,Virginia Beach City,726
2017 , May,Warren County,71
2017 , May,Washington County,36
2017 , May,Waynesboro City,41
2017 , May,Westmoreland County,39
2017 , May,Williamsburg City,11
2017 , May,Winchester City,43
2017 , May,Wise County,0
2017 , May,Wythe County,32
2017 , May,York County,88
2017 , Jun,Accomack County,49
2017 , Jun,Albemarle County,259
2017 , Jun,Alexandria City,323
2017 , Jun,Alleghany County,9
2017 , Jun,Amelia County,24
2017 , Jun,Amherst County,38
2017 , Jun,Appomattox County,21
2017 , Jun,Arlington County,365
2017 , Jun,Augusta County,92
2017 , Jun,Bath County,1
2017 , Jun,Bedford County,152
2017 , Jun,Bland County,2
2017 , Jun,Botetourt County,52
2017 , Jun,Bristol City,9
2017 , Jun,Brunswick County,3
2017 , Jun,Buchanan County,1
2017 , Jun,Buckingham County,11
2017 , Jun,Buena Vista City,10
2017 , Jun,Campbell County,58
2017 , Jun,Caroline County,60
2017 , Jun,Carroll County,20
2017 , Jun,Charles City County,3
2017 , Jun,Charlotte County,4
2017 , Jun,Charlottesville City,81
2017 , Jun,Chesapeake City,498
2017 , Jun,Chesterfield County,737
2017 , Jun,Clarke County,29
2017 , Jun,Colonial Heights City,25
2017 , Jun,Covington City,5
2017 , Jun,Craig County,2
2017 , Jun,Culpeper County,84
2017 , Jun,Cumberland County,10
2017 , Jun,Danville City,41
2017 , Jun,Dickenson County,2
2017 , Jun,Dinwiddie County,33
2017 , Jun,Emporia City,0
2017 , Jun,Essex County,25
2017 , Jun,Fairfax City,56
2017 , Jun,Fairfax County,2029
2017 , Jun,Falls Church City,31
2017 , Jun,Fauquier County,150
2017 , Jun,Floyd County,12
2017 , Jun,Fluvanna County,55
2017 , Jun,Franklin City,9
2017 , Jun,Franklin County,74
2017 , Jun,Frederick County,149
2017 , Jun,Fredericksburg City,40
2017 , Jun,Galax City,11
2017 , Jun,Giles County,14
2017 , Jun,Gloucester County,83
2017 , Jun,Goochland County,46
2017 , Jun,Grayson County,8
2017 , Jun,Greene County,43
2017 , Jun,Greensville County,1
2017 , Jun,Halifax County,19
2017 , Jun,Hampton City,180
2017 , Jun,Hanover County,236
2017 , Jun,Harrisonburg City,44
2017 , Jun,Henrico County,589
2017 , Jun,Henry County,39
2017 , Jun,Highland County,1
2017 , Jun,Hopewell City,34
2017 , Jun,Isle of Wight County,63
2017 , Jun,James City County,207
2017 , Jun,King and Queen County,7
2017 , Jun,King George County,29
2017 , Jun,King William County,36
2017 , Jun,Lancaster County,29
2017 , Jun,Lee County,0
2017 , Jun,Lexington City,5
2017 , Jun,Loudoun County,870
2017 , Jun,Louisa County,83
2017 , Jun,Lunenburg County,6
2017 , Jun,Lynchburg City,121
2017 , Jun,Madison County,16
2017 , Jun,Manassas City,78
2017 , Jun,Manassas Park City,23
2017 , Jun,Martinsville City,7
2017 , Jun,Mathews County,13
2017 , Jun,Mecklenburg County,11
2017 , Jun,Middlesex County,23
2017 , Jun,Montgomery County,152
2017 , Jun,Nelson County,34
2017 , Jun,New Kent County,53
2017 , Jun,Newport News City,224
2017 , Jun,Norfolk City,301
2017 , Jun,Northampton County,20
2017 , Jun,Northumberland County,27
2017 , Jun,Norton City,0
2017 , Jun,Nottoway County,10
2017 , Jun,Orange County,82
2017 , Jun,Page County,28
2017 , Jun,Patrick County,13
2017 , Jun,Petersburg City,29
2017 , Jun,Pittsylvania County,26
2017 , Jun,Poquoson City,28
2017 , Jun,Portsmouth City,135
2017 , Jun,Powhatan County,58
2017 , Jun,Prince Edward County,16
2017 , Jun,Prince George County,41
2017 , Jun,Prince William County,987
2017 , Jun,Pulaski County,41
2017 , Jun,Radford City,20
2017 , Jun,Rappahannock County,12
2017 , Jun,Richmond City,373
2017 , Jun,Richmond County,7
2017 , Jun,Roanoke City,144
2017 , Jun,Roanoke County,182
2017 , Jun,Rockbridge County,27
2017 , Jun,Rockingham County,94
2017 , Jun,Russell County,9
2017 , Jun,Salem City,50
2017 , Jun,Scott County,1
2017 , Jun,Shenandoah County,62
2017 , Jun,Smyth County,12
2017 , Jun,Southampton County,19
2017 , Jun,Spotsylvania County,254
2017 , Jun,Stafford County,356
2017 , Jun,Staunton City,47
2017 , Jun,Suffolk City,175
2017 , Jun,Surry County,5
2017 , Jun,Sussex County,6
2017 , Jun,Tazewell County,9
2017 , Jun,Virginia Beach City,808
2017 , Jun,Warren County,78
2017 , Jun,Washington County,42
2017 , Jun,Waynesboro City,33
2017 , Jun,Westmoreland County,29
2017 , Jun,Williamsburg City,34
2017 , Jun,Winchester City,35
2017 , Jun,Wise County,2
2017 , Jun,Wythe County,13
2017 , Jun,York County,128
2017 , Jul,Accomack County,57
2017 , Jul,Albemarle County,169
2017 , Jul,Alexandria City,257
2017 , Jul,Alleghany County,10
2017 , Jul,Amelia County,10
2017 , Jul,Amherst County,40
2017 , Jul,Appomattox County,10
2017 , Jul,Arlington County,313
2017 , Jul,Augusta County,81
2017 , Jul,Bath County,3
2017 , Jul,Bedford County,149
2017 , Jul,Bland County,2
2017 , Jul,Botetourt County,42
2017 , Jul,Bristol City,9
2017 , Jul,Brunswick County,0
2017 , Jul,Buchanan County,3
2017 , Jul,Buckingham County,15
2017 , Jul,Buena Vista City,10
2017 , Jul,Campbell County,57
2017 , Jul,Caroline County,67
2017 , Jul,Carroll County,29
2017 , Jul,Charles City County,3
2017 , Jul,Charlotte County,9
2017 , Jul,Charlottesville City,50
2017 , Jul,Chesapeake City,414
2017 , Jul,Chesterfield County,620
2017 , Jul,Clarke County,15
2017 , Jul,Colonial Heights City,31
2017 , Jul,Covington City,1
2017 , Jul,Craig County,5
2017 , Jul,Culpeper County,75
2017 , Jul,Cumberland County,9
2017 , Jul,Danville City,60
2017 , Jul,Dickenson County,1
2017 , Jul,Dinwiddie County,13
2017 , Jul,Emporia City,0
2017 , Jul,Essex County,8
2017 , Jul,Fairfax City,41
2017 , Jul,Fairfax County,1684
2017 , Jul,Falls Church City,24
2017 , Jul,Fauquier County,96
2017 , Jul,Floyd County,8
2017 , Jul,Fluvanna County,50
2017 , Jul,Franklin City,11
2017 , Jul,Franklin County,58
2017 , Jul,Frederick County,117
2017 , Jul,Fredericksburg City,33
2017 , Jul,Galax City,12
2017 , Jul,Giles County,13
2017 , Jul,Gloucester County,57
2017 , Jul,Goochland County,42
2017 , Jul,Grayson County,6
2017 , Jul,Greene County,25
2017 , Jul,Greensville County,1
2017 , Jul,Halifax County,22
2017 , Jul,Hampton City,162
2017 , Jul,Hanover County,153
2017 , Jul,Harrisonburg City,33
2017 , Jul,Henrico County,496
2017 , Jul,Henry County,28
2017 , Jul,Highland County,1
2017 , Jul,Hopewell City,28
2017 , Jul,Isle of Wight County,47
2017 , Jul,James City County,145
2017 , Jul,King and Queen County,8
2017 , Jul,King George County,33
2017 , Jul,King William County,16
2017 , Jul,Lancaster County,16
2017 , Jul,Lee County,0
2017 , Jul,Lexington City,9
2017 , Jul,Loudoun County,726
2017 , Jul,Louisa County,69
2017 , Jul,Lunenburg County,9
2017 , Jul,Lynchburg City,111
2017 , Jul,Madison County,6
2017 , Jul,Manassas City,70
2017 , Jul,Manassas Park City,25
2017 , Jul,Martinsville City,10
2017 , Jul,Mathews County,14
2017 , Jul,Mecklenburg County,14
2017 , Jul,Middlesex County,19
2017 , Jul,Montgomery County,116
2017 , Jul,Nelson County,21
2017 , Jul,New Kent County,39
2017 , Jul,Newport News City,205
2017 , Jul,Norfolk City,274
2017 , Jul,Northampton County,7
2017 , Jul,Northumberland County,22
2017 , Jul,Norton City,0
2017 , Jul,Nottoway County,9
2017 , Jul,Orange County,85
2017 , Jul,Page County,22
2017 , Jul,Patrick County,9
2017 , Jul,Petersburg City,24
2017 , Jul,Pittsylvania County,27
2017 , Jul,Poquoson City,24
2017 , Jul,Portsmouth City,128
2017 , Jul,Powhatan County,46
2017 , Jul,Prince Edward County,13
2017 , Jul,Prince George County,31
2017 , Jul,Prince William County,806
2017 , Jul,Pulaski County,38
2017 , Jul,Radford City,13
2017 , Jul,Rappahannock County,4
2017 , Jul,Richmond City,256
2017 , Jul,Richmond County,7
2017 , Jul,Roanoke City,118
2017 , Jul,Roanoke County,143
2017 , Jul,Rockbridge County,23
2017 , Jul,Rockingham County,82
2017 , Jul,Russell County,9
2017 , Jul,Salem City,32
2017 , Jul,Scott County,2
2017 , Jul,Shenandoah County,62
2017 , Jul,Smyth County,10
2017 , Jul,Southampton County,8
2017 , Jul,Spotsylvania County,212
2017 , Jul,Stafford County,290
2017 , Jul,Staunton City,30
2017 , Jul,Suffolk City,145
2017 , Jul,Surry County,2
2017 , Jul,Sussex County,4
2017 , Jul,Tazewell County,18
2017 , Jul,Virginia Beach City,658
2017 , Jul,Warren County,71
2017 , Jul,Washington County,29
2017 , Jul,Waynesboro City,48
2017 , Jul,Westmoreland County,47
2017 , Jul,Williamsburg City,22
2017 , Jul,Winchester City,24
2017 , Jul,Wise County,0
2017 , Jul,Wythe County,20
2017 , Jul,York County,101
2017 , Aug,Accomack County,61
2017 , Aug,Albemarle County,202
2017 , Aug,Alexandria City,240
2017 , Aug,Alleghany County,4
2017 , Aug,Amelia County,19
2017 , Aug,Amherst County,34
2017 , Aug,Appomattox County,11
2017 , Aug,Arlington County,269
2017 , Aug,Augusta County,89
2017 , Aug,Bath County,6
2017 , Aug,Bedford County,144
2017 , Aug,Bland County,5
2017 , Aug,Botetourt County,36
2017 , Aug,Bristol City,6
2017 , Aug,Brunswick County,1
2017 , Aug,Buchanan County,2
2017 , Aug,Buckingham County,15
2017 , Aug,Buena Vista City,10
2017 , Aug,Campbell County,66
2017 , Aug,Caroline County,49
2017 , Aug,Carroll County,43
2017 , Aug,Charles City County,4
2017 , Aug,Charlotte County,8
2017 , Aug,Charlottesville City,60
2017 , Aug,Chesapeake City,455
2017 , Aug,Chesterfield County,629
2017 , Aug,Clarke County,11
2017 , Aug,Colonial Heights City,23
2017 , Aug,Covington City,2
2017 , Aug,Craig County,7
2017 , Aug,Culpeper County,81
2017 , Aug,Cumberland County,12
2017 , Aug,Danville City,49
2017 , Aug,Dickenson County,1
2017 , Aug,Dinwiddie County,22
2017 , Aug,Emporia City,0
2017 , Aug,Essex County,18
2017 , Aug,Fairfax City,42
2017 , Aug,Fairfax County,1498
2017 , Aug,Falls Church City,19
2017 , Aug,Fauquier County,118
2017 , Aug,Floyd County,11
2017 , Aug,Fluvanna County,39
2017 , Aug,Franklin City,7
2017 , Aug,Franklin County,73
2017 , Aug,Frederick County,142
2017 , Aug,Fredericksburg City,36
2017 , Aug,Galax City,7
2017 , Aug,Giles County,11
2017 , Aug,Gloucester County,53
2017 , Aug,Goochland County,28
2017 , Aug,Grayson County,12
2017 , Aug,Greene County,28
2017 , Aug,Greensville County,1
2017 , Aug,Halifax County,19
2017 , Aug,Hampton City,198
2017 , Aug,Hanover County,169
2017 , Aug,Harrisonburg City,39
2017 , Aug,Henrico County,520
2017 , Aug,Henry County,38
2017 , Aug,Highland County,3
2017 , Aug,Hopewell City,31
2017 , Aug,Isle of Wight County,59
2017 , Aug,James City County,163
2017 , Aug,King and Queen County,7
2017 , Aug,King George County,34
2017 , Aug,King William County,42
2017 , Aug,Lancaster County,28
2017 , Aug,Lee County,0
2017 , Aug,Lexington City,9
2017 , Aug,Loudoun County,711
2017 , Aug,Louisa County,67
2017 , Aug,Lunenburg County,7
2017 , Aug,Lynchburg City,106
2017 , Aug,Madison County,11
2017 , Aug,Manassas City,64
2017 , Aug,Manassas Park City,25
2017 , Aug,Martinsville City,7
2017 , Aug,Mathews County,24
2017 , Aug,Mecklenburg County,26
2017 , Aug,Middlesex County,29
2017 , Aug,Montgomery County,103
2017 , Aug,Nelson County,35
2017 , Aug,New Kent County,50
2017 , Aug,Newport News City,206
2017 , Aug,Norfolk City,310
2017 , Aug,Northampton County,22
2017 , Aug,Northumberland County,33
2017 , Aug,Norton City,0
2017 , Aug,Nottoway County,8
2017 , Aug,Orange County,67
2017 , Aug,Page County,25
2017 , Aug,Patrick County,8
2017 , Aug,Petersburg City,29
2017 , Aug,Pittsylvania County,31
2017 , Aug,Poquoson City,14
2017 , Aug,Portsmouth City,156
2017 , Aug,Powhatan County,51
2017 , Aug,Prince Edward County,16
2017 , Aug,Prince George County,43
2017 , Aug,Prince William County,709
2017 , Aug,Pulaski County,48
2017 , Aug,Radford City,11
2017 , Aug,Rappahannock County,5
2017 , Aug,Richmond City,300
2017 , Aug,Richmond County,5
2017 , Aug,Roanoke City,142
2017 , Aug,Roanoke County,167
2017 , Aug,Rockbridge County,32
2017 , Aug,Rockingham County,81
2017 , Aug,Russell County,5
2017 , Aug,Salem City,32
2017 , Aug,Scott County,0
2017 , Aug,Shenandoah County,78
2017 , Aug,Smyth County,11
2017 , Aug,Southampton County,13
2017 , Aug,Spotsylvania County,234
2017 , Aug,Stafford County,245
2017 , Aug,Staunton City,45
2017 , Aug,Suffolk City,193
2017 , Aug,Surry County,5
2017 , Aug,Sussex County,10
2017 , Aug,Tazewell County,17
2017 , Aug,Virginia Beach City,698
2017 , Aug,Warren County,71
2017 , Aug,Washington County,43
2017 , Aug,Waynesboro City,36
2017 , Aug,Westmoreland County,42
2017 , Aug,Williamsburg City,22
2017 , Aug,Winchester City,19
2017 , Aug,Wise County,0
2017 , Aug,Wythe County,19
2017 , Aug,York County,108
2017 , Sep,Accomack County,53
2017 , Sep,Albemarle County,139
2017 , Sep,Alexandria City,174
2017 , Sep,Alleghany County,5
2017 , Sep,Amelia County,16
2017 , Sep,Amherst County,30
2017 , Sep,Appomattox County,14
2017 , Sep,Arlington County,246
2017 , Sep,Augusta County,75
2017 , Sep,Bath County,2
2017 , Sep,Bedford County,106
2017 , Sep,Bland County,3
2017 , Sep,Botetourt County,46
2017 , Sep,Bristol City,4
2017 , Sep,Brunswick County,0
2017 , Sep,Buchanan County,3
2017 , Sep,Buckingham County,16
2017 , Sep,Buena Vista City,6
2017 , Sep,Campbell County,34
2017 , Sep,Caroline County,63
2017 , Sep,Carroll County,37
2017 , Sep,Charles City County,4
2017 , Sep,Charlotte County,7
2017 , Sep,Charlottesville City,31
2017 , Sep,Chesapeake City,376
2017 , Sep,Chesterfield County,577
2017 , Sep,Clarke County,17
2017 , Sep,Colonial Heights City,27
2017 , Sep,Covington City,1
2017 , Sep,Craig County,6
2017 , Sep,Culpeper County,57
2017 , Sep,Cumberland County,8
2017 , Sep,Danville City,39
2017 , Sep,Dickenson County,2
2017 , Sep,Dinwiddie County,17
2017 , Sep,Emporia City,0
2017 , Sep,Essex County,7
2017 , Sep,Fairfax City,40
2017 , Sep,Fairfax County,1196
2017 , Sep,Falls Church City,20
2017 , Sep,Fauquier County,83
2017 , Sep,Floyd County,17
2017 , Sep,Fluvanna County,50
2017 , Sep,Franklin City,9
2017 , Sep,Franklin County,71
2017 , Sep,Frederick County,123
2017 , Sep,Fredericksburg City,37
2017 , Sep,Galax City,15
2017 , Sep,Giles County,4
2017 , Sep,Gloucester County,50
2017 , Sep,Goochland County,26
2017 , Sep,Grayson County,14
2017 , Sep,Greene County,13
2017 , Sep,Greensville County,0
2017 , Sep,Halifax County,12
2017 , Sep,Hampton City,168
2017 , Sep,Hanover County,144
2017 , Sep,Harrisonburg City,33
2017 , Sep,Henrico County,397
2017 , Sep,Henry County,22
2017 , Sep,Highland County,2
2017 , Sep,Hopewell City,19
2017 , Sep,Isle of Wight County,41
2017 , Sep,James City County,139
2017 , Sep,King and Queen County,9
2017 , Sep,King George County,37
2017 , Sep,King William County,23
2017 , Sep,Lancaster County,31
2017 , Sep,Lee County,0
2017 , Sep,Lexington City,7
2017 , Sep,Loudoun County,563
2017 , Sep,Louisa County,62
2017 , Sep,Lunenburg County,11
2017 , Sep,Lynchburg City,76
2017 , Sep,Madison County,13
2017 , Sep,Manassas City,54
2017 , Sep,Manassas Park City,13
2017 , Sep,Martinsville City,8
2017 , Sep,Mathews County,20
2017 , Sep,Mecklenburg County,20
2017 , Sep,Middlesex County,27
2017 , Sep,Montgomery County,89
2017 , Sep,Nelson County,25
2017 , Sep,New Kent County,47
2017 , Sep,Newport News City,198
2017 , Sep,Norfolk City,242
2017 , Sep,Northampton County,15
2017 , Sep,Northumberland County,21
2017 , Sep,Norton City,0
2017 , Sep,Nottoway County,15
2017 , Sep,Orange County,74
2017 , Sep,Page County,21
2017 , Sep,Patrick County,8
2017 , Sep,Petersburg City,29
2017 , Sep,Pittsylvania County,14
2017 , Sep,Poquoson City,21
2017 , Sep,Portsmouth City,146
2017 , Sep,Powhatan County,29
2017 , Sep,Prince Edward County,11
2017 , Sep,Prince George County,29
2017 , Sep,Prince William County,587
2017 , Sep,Pulaski County,32
2017 , Sep,Radford City,10
2017 , Sep,Rappahannock County,9
2017 , Sep,Richmond City,250
2017 , Sep,Richmond County,7
2017 , Sep,Roanoke City,105
2017 , Sep,Roanoke County,136
2017 , Sep,Rockbridge County,13
2017 , Sep,Rockingham County,71
2017 , Sep,Russell County,9
2017 , Sep,Salem City,32
2017 , Sep,Scott County,1
2017 , Sep,Shenandoah County,51
2017 , Sep,Smyth County,24
2017 , Sep,Southampton County,10
2017 , Sep,Spotsylvania County,202
2017 , Sep,Stafford County,188
2017 , Sep,Staunton City,27
2017 , Sep,Suffolk City,136
2017 , Sep,Surry County,5
2017 , Sep,Sussex County,4
2017 , Sep,Tazewell County,13
2017 , Sep,Virginia Beach City,708
2017 , Sep,Warren County,67
2017 , Sep,Washington County,30
2017 , Sep,Waynesboro City,28
2017 , Sep,Westmoreland County,45
2017 , Sep,Williamsburg City,10
2017 , Sep,Winchester City,34
2017 , Sep,Wise County,1
2017 , Sep,Wythe County,30
2017 , Sep,York County,93
2017 , Oct,Accomack County,47
2017 , Oct,Albemarle County,153
2017 , Oct,Alexandria City,219
2017 , Oct,Alleghany County,13
2017 , Oct,Amelia County,14
2017 , Oct,Amherst County,32
2017 , Oct,Appomattox County,17
2017 , Oct,Arlington County,263
2017 , Oct,Augusta County,93
2017 , Oct,Bath County,6
2017 , Oct,Bedford County,103
2017 , Oct,Bland County,1
2017 , Oct,Botetourt County,41
2017 , Oct,Bristol City,8
2017 , Oct,Brunswick County,1
2017 , Oct,Buchanan County,1
2017 , Oct,Buckingham County,16
2017 , Oct,Buena Vista City,8
2017 , Oct,Campbell County,46
2017 , Oct,Caroline County,49
2017 , Oct,Carroll County,36
2017 , Oct,Charles City County,7
2017 , Oct,Charlotte County,10
2017 , Oct,Charlottesville City,41
2017 , Oct,Chesapeake City,343
2017 , Oct,Chesterfield County,462
2017 , Oct,Clarke County,20
2017 , Oct,Colonial Heights City,25
2017 , Oct,Covington City,7
2017 , Oct,Craig County,5
2017 , Oct,Culpeper County,49
2017 , Oct,Cumberland County,11
2017 , Oct,Danville City,40
2017 , Oct,Dickenson County,1
2017 , Oct,Dinwiddie County,26
2017 , Oct,Emporia City,1
2017 , Oct,Essex County,6
2017 , Oct,Fairfax City,52
2017 , Oct,Fairfax County,1178
2017 , Oct,Falls Church City,12
2017 , Oct,Fauquier County,96
2017 , Oct,Floyd County,19
2017 , Oct,Fluvanna County,47
2017 , Oct,Franklin City,6
2017 , Oct,Franklin County,61
2017 , Oct,Frederick County,134
2017 , Oct,Fredericksburg City,26
2017 , Oct,Galax City,7
2017 , Oct,Giles County,14
2017 , Oct,Gloucester County,60
2017 , Oct,Goochland County,32
2017 , Oct,Grayson County,10
2017 , Oct,Greene County,24
2017 , Oct,Greensville County,2
2017 , Oct,Halifax County,23
2017 , Oct,Hampton City,160
2017 , Oct,Hanover County,141
2017 , Oct,Harrisonburg City,29
2017 , Oct,Henrico County,445
2017 , Oct,Henry County,29
2017 , Oct,Highland County,1
2017 , Oct,Hopewell City,40
2017 , Oct,Isle of Wight County,48
2017 , Oct,James City County,147
2017 , Oct,King and Queen County,4
2017 , Oct,King George County,16
2017 , Oct,King William County,27
2017 , Oct,Lancaster County,29
2017 , Oct,Lee County,0
2017 , Oct,Lexington City,9
2017 , Oct,Loudoun County,559
2017 , Oct,Louisa County,73
2017 , Oct,Lunenburg County,6
2017 , Oct,Lynchburg City,94
2017 , Oct,Madison County,12
2017 , Oct,Manassas City,55
2017 , Oct,Manassas Park City,19
2017 , Oct,Martinsville City,15
2017 , Oct,Mathews County,15
2017 , Oct,Mecklenburg County,21
2017 , Oct,Middlesex County,19
2017 , Oct,Montgomery County,71
2017 , Oct,Nelson County,23
2017 , Oct,New Kent County,46
2017 , Oct,Newport News City,185
2017 , Oct,Norfolk City,240
2017 , Oct,Northampton County,16
2017 , Oct,Northumberland County,24
2017 , Oct,Norton City,0
2017 , Oct,Nottoway County,6
2017 , Oct,Orange County,61
2017 , Oct,Page County,23
2017 , Oct,Patrick County,14
2017 , Oct,Petersburg City,30
2017 , Oct,Pittsylvania County,21
2017 , Oct,Poquoson City,11
2017 , Oct,Portsmouth City,138
2017 , Oct,Powhatan County,26
2017 , Oct,Prince Edward County,12
2017 , Oct,Prince George County,33
2017 , Oct,Prince William County,592
2017 , Oct,Pulaski County,32
2017 , Oct,Radford City,12
2017 , Oct,Rappahannock County,11
2017 , Oct,Richmond City,227
2017 , Oct,Richmond County,3
2017 , Oct,Roanoke City,117
2017 , Oct,Roanoke County,127
2017 , Oct,Rockbridge County,14
2017 , Oct,Rockingham County,69
2017 , Oct,Russell County,9
2017 , Oct,Salem City,31
2017 , Oct,Scott County,0
2017 , Oct,Shenandoah County,44
2017 , Oct,Smyth County,12
2017 , Oct,Southampton County,19
2017 , Oct,Spotsylvania County,186
2017 , Oct,Stafford County,177
2017 , Oct,Staunton City,25
2017 , Oct,Suffolk City,133
2017 , Oct,Surry County,5
2017 , Oct,Sussex County,9
2017 , Oct,Tazewell County,13
2017 , Oct,Virginia Beach City,581
2017 , Oct,Warren County,68
2017 , Oct,Washington County,37
2017 , Oct,Waynesboro City,27
2017 , Oct,Westmoreland County,46
2017 , Oct,Williamsburg City,20
2017 , Oct,Winchester City,39
2017 , Oct,Wise County,2
2017 , Oct,Wythe County,27
2017 , Oct,York County,85
2017 , Nov,Accomack County,37
2017 , Nov,Albemarle County,144
2017 , Nov,Alexandria City,215
2017 , Nov,Alleghany County,5
2017 , Nov,Amelia County,7
2017 , Nov,Amherst County,34
2017 , Nov,Appomattox County,17
2017 , Nov,Arlington County,261
2017 , Nov,Augusta County,58
2017 , Nov,Bath County,9
2017 , Nov,Bedford County,103
2017 , Nov,Bland County,1
2017 , Nov,Botetourt County,33
2017 , Nov,Bristol City,6
2017 , Nov,Brunswick County,2
2017 , Nov,Buchanan County,4
2017 , Nov,Buckingham County,13
2017 , Nov,Buena Vista City,5
2017 , Nov,Campbell County,42
2017 , Nov,Caroline County,34
2017 , Nov,Carroll County,25
2017 , Nov,Charles City County,5
2017 , Nov,Charlotte County,7
2017 , Nov,Charlottesville City,31
2017 , Nov,Chesapeake City,340
2017 , Nov,Chesterfield County,492
2017 , Nov,Clarke County,18
2017 , Nov,Colonial Heights City,12
2017 , Nov,Covington City,4
2017 , Nov,Craig County,2
2017 , Nov,Culpeper County,47
2017 , Nov,Cumberland County,2
2017 , Nov,Danville City,33
2017 , Nov,Dickenson County,1
2017 , Nov,Dinwiddie County,15
2017 , Nov,Emporia City,0
2017 , Nov,Essex County,14
2017 , Nov,Fairfax City,24
2017 , Nov,Fairfax County,1132
2017 , Nov,Falls Church City,16
2017 , Nov,Fauquier County,93
2017 , Nov,Floyd County,8
2017 , Nov,Fluvanna County,32
2017 , Nov,Franklin City,14
2017 , Nov,Franklin County,71
2017 , Nov,Frederick County,110
2017 , Nov,Fredericksburg City,25
2017 , Nov,Galax City,9
2017 , Nov,Giles County,17
2017 , Nov,Gloucester County,47
2017 , Nov,Goochland County,24
2017 , Nov,Grayson County,10
2017 , Nov,Greene County,23
2017 , Nov,Greensville County,1
2017 , Nov,Halifax County,20
2017 , Nov,Hampton City,162
2017 , Nov,Hanover County,110
2017 , Nov,Harrisonburg City,26
2017 , Nov,Henrico County,440
2017 , Nov,Henry County,35
2017 , Nov,Highland County,2
2017 , Nov,Hopewell City,31
2017 , Nov,Isle of Wight County,41
2017 , Nov,James City County,104
2017 , Nov,King and Queen County,4
2017 , Nov,King George County,36
2017 , Nov,King William County,40
2017 , Nov,Lancaster County,18
2017 , Nov,Lee County,0
2017 , Nov,Lexington City,14
2017 , Nov,Loudoun County,511
2017 , Nov,Louisa County,41
2017 , Nov,Lunenburg County,3
2017 , Nov,Lynchburg City,74
2017 , Nov,Madison County,8
2017 , Nov,Manassas City,49
2017 , Nov,Manassas Park City,17
2017 , Nov,Martinsville City,8
2017 , Nov,Mathews County,14
2017 , Nov,Mecklenburg County,18
2017 , Nov,Middlesex County,20
2017 , Nov,Montgomery County,81
2017 , Nov,Nelson County,31
2017 , Nov,New Kent County,41
2017 , Nov,Newport News City,149
2017 , Nov,Norfolk City,233
2017 , Nov,Northampton County,13
2017 , Nov,Northumberland County,25
2017 , Nov,Norton City,0
2017 , Nov,Nottoway County,8
2017 , Nov,Orange County,56
2017 , Nov,Page County,22
2017 , Nov,Patrick County,18
2017 , Nov,Petersburg City,27
2017 , Nov,Pittsylvania County,21
2017 , Nov,Poquoson City,14
2017 , Nov,Portsmouth City,133
2017 , Nov,Powhatan County,32
2017 , Nov,Prince Edward County,13
